Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Sfax,9372
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Sfax,4154
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Gouvernorat de Sfax,7830
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Sfax,5814
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Gouvernorat de Sfax,62
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Sfax,17306
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Sfax,2629
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Sfax,82
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Sfax,7201
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Sfax,277
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Sfax,1292
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Sfax,82
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Gouvernorat de Sfax,3427
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Sfax,2271
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Gouvernorat de Sfax,45
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Kasserine,34664
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Kasserine,989
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Kasserine,477
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Kasserine,2827
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Kasserine,7098
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Kasserine,5322
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Kasserine,1741
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Gouvernorat de Kasserine,13958
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Kasserine,2176
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Gouvernorat de Kasserine,76
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Kasserine,11671
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Kasserine,223
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Kasserine,76
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Kasserine,1343
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Kasserine,145
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Kasserine,860
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Kasserine,100
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Gouvernorat de Kasserine,8008
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Kasserine,876
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Gouvernorat de Kasserine,40
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Kasserine,44229
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Kasserine,11941
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Kasserine,213
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Kasserine,1228
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Kasserine,17622
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Kasserine,3931
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Kasserine,1808
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Gouvernorat de Kasserine,6499
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Kasserine,914
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Gouvernorat de Kasserine,73
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Kasserine,7822
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Kasserine,3627
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Kasserine,18
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Kasserine,1268
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Kasserine,311
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Kasserine,364
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Kasserine,29
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Gouvernorat de Kasserine,1829
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Kasserine,324
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Gouvernorat de Kasserine,52
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Sidi Bouzid,22432
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Sidi Bouzid,898
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Sidi Bouzid,333
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1725
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,3630
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Sidi Bouzid,3849
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Sidi Bouzid,1093
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Gouvernorat de Sidi Bouzid,9415
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Sidi Bouzid,1441
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Gouvernorat de Sidi Bouzid,48
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Sidi Bouzid,9021
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Sidi Bouzid,376
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Sidi Bouzid,138
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1012
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,82
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Sidi Bouzid,742
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Sidi Bouzid,70
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Gouvernorat de Sidi Bouzid,5893
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Sidi Bouzid,677
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Gouvernorat de Sidi Bouzid,31
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Sidi Bouzid,62613
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Sidi Bouzid,18447
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Sidi Bouzid,547
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,2207
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,21049
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Sidi Bouzid,7533
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Sidi Bouzid,2440
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Gouvernorat de Sidi Bouzid,8675
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Sidi Bouzid,1588
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Gouvernorat de Sidi Bouzid,127
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Sidi Bouzid,19154
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Sidi Bouzid,12636
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Sidi Bouzid,142
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Sidi Bouzid,1997
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Sidi Bouzid,475
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Sidi Bouzid,614
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Sidi Bouzid,45
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Gouvernorat de Sidi Bouzid,2626
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Sidi Bouzid,550
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Gouvernorat de Sidi Bouzid,69
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Gabès,1752
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Gabès,9214
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Gabès,12347
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Gabès,8003
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Gabès,3299
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Gouvernorat de Gabès,12489
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Gabès,3923
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Gouvernorat de Gabès,64
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Gabès,15644
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Gabès,616
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Gabès,188
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Gabès,2141
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Gabès,177
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Gabès,2012
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Gabès,186
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Gouvernorat de Gabès,8541
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Gabès,1738
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Gouvernorat de Gabès,45
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Gabès,20699
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Gabès,4503
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Gabès,438
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Gabès,1722
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Gabès,6739
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Gabès,2150
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Gabès,813
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Gouvernorat de Gabès,3326
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Gabès,989
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Gouvernorat de Gabès,19
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Gabès,4173
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Gabès,1491
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Gabès,18
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Gabès,812
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Gabès,78
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Gabès,422
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Gabès,16
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Gouvernorat de Gabès,1044
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Gabès,284
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Gouvernorat de Gabès,8
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Gabès,55082
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Gabès,3991
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Medenine,85659
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Medenine,4421
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Medenine,1148
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Medenine,5711
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Medenine,19247
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Medenine,16549
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Medenine,6538
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Gouvernorat de Medenine,15511
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Medenine,16447
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Gouvernorat de Medenine,87
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Medenine,21776
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Medenine,313
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Medenine,112
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Medenine,2917
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Medenine,229
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Medenine,3391
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Medenine,433
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Gouvernorat de Medenine,9502
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Medenine,4822
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Gouvernorat de Medenine,57
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Medenine,20696
28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Gouvernorat de Medenine,3185
28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Gouvernorat de Medenine,269
28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Gouvernorat de Medenine,1354
28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Gouvernorat de Medenine,6322
28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Gouvernorat de Medenine,3914
28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Gouvernorat de Medenine,1160
28001579,2014-01-01 00:00:00,Rural,Masculin,"Education, Santé et services administratifs",Gouvernorat de Medenine,3277
28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Gouvernorat de Medenine,1196
28001579,2014-01-01 00:00:00,Rural,Masculin,Non Declaré,Gouvernorat de Medenine,19
28001579,2014-01-01 00:00:00,Rural,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Medenine,2650
28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Gouvernorat de Medenine,416
28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Gouvernorat de Medenine,7
28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Gouvernorat de Medenine,444
28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Gouvernorat de Medenine,69
28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Gouvernorat de Medenine,364
28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Gouvernorat de Medenine,27
28001579,2014-01-01 00:00:00,Rural,Féminin,"Education, Santé et services administratifs",Gouvernorat de Medenine,1022
28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Gouvernorat de Medenine,292
28001579,2014-01-01 00:00:00,Rural,Féminin,Non Declaré,Gouvernorat de Medenine,9
28001579,2014-01-01 00:00:00,Communal,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Tataouine,17730
28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Gouvernorat de Tataouine,388
28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Gouvernorat de Tataouine,1028
28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Gouvernorat de Tataouine,1455
28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Gouvernorat de Tataouine,4668
28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Gouvernorat de Tataouine,2907
28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Gouvernorat de Tataouine,873
28001579,2014-01-01 00:00:00,Communal,Masculin,"Education, Santé et services administratifs",Gouvernorat de Tataouine,5264
28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Gouvernorat de Tataouine,1124
28001579,2014-01-01 00:00:00,Communal,Masculin,Non Declaré,Gouvernorat de Tataouine,23
28001579,2014-01-01 00:00:00,Communal,Féminin,Population occupée agée de 15 ans et plus,Gouvernorat de Tataouine,4731
28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Gouvernorat de Tataouine,32
28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Gouvernorat de Tataouine,42
28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Gouvernorat de Tataouine,520
28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Gouvernorat de Tataouine,39
28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Gouvernorat de Tataouine,550
28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Gouvernorat de Tataouine,44
28001579,2014-01-01 00:00:00,Communal,Féminin,"Education, Santé et services administratifs",Gouvernorat de Tataouine,3103
28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Gouvernorat de Tataouine,382
28001579,2014-01-01 00:00:00,Communal,Féminin,Non Declaré,Gouvernorat de Tataouine,19
28001579,2014-01-01 00:00:00,Rural,Masculin,Population occupée agée de 15 ans et plus,Gouvernorat de Tataouine,8921
