,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
6296,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Oued Ellil,86
6297,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Oued Ellil,2281
6298,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Oued Ellil,742
6301,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Oued Ellil,275
6302,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Oued Ellil,54
6303,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Oued Ellil,539
6304,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Oued Ellil,588
6305,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Oued Ellil,374
6306,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Oued Ellil,131
6307,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Oued Ellil,512
6308,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Oued Ellil,246
6311,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Oued Ellil,111
6312,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Oued Ellil,6
6313,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Oued Ellil,458
6314,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Oued Ellil,8
6315,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Oued Ellil,107
6316,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Oued Ellil,7
6317,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Oued Ellil,262
6318,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Oued Ellil,121
6321,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Nabeul,343
6322,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Nabeul,222
6323,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Nabeul,3899
6324,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Nabeul,1851
6325,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Nabeul,2860
6326,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Nabeul,813
6327,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Nabeul,3102
6328,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Nabeul,3620
6331,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Nabeul,62
6332,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Nabeul,35
6333,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Nabeul,2592
6334,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Nabeul,35
6335,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Nabeul,892
6336,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Nabeul,87
6337,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Nabeul,3184
6338,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Nabeul,1771
6341,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Nabeul,46
6342,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Nabeul,31
6343,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Nabeul,276
6344,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Nabeul,129
6345,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Nabeul,67
6346,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Nabeul,50
6347,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Nabeul,43
6348,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Nabeul,68
6351,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Nabeul,21
6352,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Nabeul,3
6353,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Nabeul,260
6354,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Nabeul,0
6355,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Nabeul,10
6356,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Nabeul,0
6357,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Nabeul,25
6358,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Nabeul,35
6361,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Dar Châabane El Fehri,295
6362,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Dar Châabane El Fehri,123
6363,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Dar Châabane El Fehri,2328
6364,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Dar Châabane El Fehri,2440
6365,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Dar Châabane El Fehri,1820
6366,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Dar Châabane El Fehri,590
6367,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Dar Châabane El Fehri,1602
6368,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Dar Châabane El Fehri,1381
6371,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Dar Châabane El Fehri,107
6372,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Dar Châabane El Fehri,12
6373,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Dar Châabane El Fehri,2265
6374,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Dar Châabane El Fehri,16
6375,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Dar Châabane El Fehri,477
6376,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Dar Châabane El Fehri,35
6377,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Dar Châabane El Fehri,1749
6378,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Dar Châabane El Fehri,756
6381,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Dar Châabane El Fehri,532
6382,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Dar Châabane El Fehri,40
6383,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Dar Châabane El Fehri,278
6384,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Dar Châabane El Fehri,314
6385,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Dar Châabane El Fehri,113
6386,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Dar Châabane El Fehri,54
6387,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Dar Châabane El Fehri,70
6388,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Dar Châabane El Fehri,52
6391,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Dar Châabane El Fehri,281
6392,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Dar Châabane El Fehri,0
6393,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Dar Châabane El Fehri,274
6394,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Dar Châabane El Fehri,4
6395,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Dar Châabane El Fehri,15
6396,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Dar Châabane El Fehri,1
6397,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Dar Châabane El Fehri,16
6398,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Dar Châabane El Fehri,12
6401,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Beni khiar,909
6402,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Beni khiar,158
6403,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Beni khiar,1775
6404,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Beni khiar,2335
6405,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Beni khiar,1293
6406,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Beni khiar,571
6407,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Beni khiar,1272
6408,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Beni khiar,947
6411,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Beni khiar,277
6412,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Beni khiar,21
6413,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Beni khiar,2129
6414,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Beni khiar,23
6415,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Beni khiar,325
6416,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Beni khiar,31
6417,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Beni khiar,1199
6418,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Beni khiar,360
6421,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Beni khiar,536
6422,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Beni khiar,21
6423,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Beni khiar,494
6424,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Beni khiar,343
6425,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Beni khiar,158
6426,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Beni khiar,57
6427,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Beni khiar,86
6428,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Beni khiar,140
6431,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Beni khiar,343
6432,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Beni khiar,2
6433,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Beni khiar,393
6434,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Beni khiar,0
6435,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Beni khiar,44
6436,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Beni khiar,4
6437,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Beni khiar,54
6438,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Beni khiar,46
6441,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Korba,1702
6442,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Korba,218
6443,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Korba,2471
6444,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Korba,2029
6445,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Korba,2224
6446,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Korba,486
6447,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Korba,1720
6448,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Korba,1196
6451,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Korba,355
6452,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Korba,18
6453,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Korba,3530
6454,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Korba,17
6455,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Korba,396
6456,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Korba,36
6457,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Korba,1429
6458,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Korba,368
6461,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Korba,2314
6462,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Korba,67
6463,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Korba,898
6464,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Korba,865
6465,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Korba,463
6466,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Korba,269
6467,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Korba,314
6468,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Korba,375
6471,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Korba,1416
6472,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Korba,0
6473,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Korba,1740
6474,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Korba,8
6475,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Korba,157
6476,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Korba,4
6477,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Korba,168
6478,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Korba,63
6481,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Haouaria,314
6482,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Haouaria,66
6483,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Haouaria,195
6484,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Haouaria,582
6485,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Haouaria,203
6486,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Haouaria,84
6487,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de El Haouaria,378
6488,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Haouaria,272
6491,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Haouaria,43
6492,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Haouaria,2
6493,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Haouaria,125
6494,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Haouaria,3
6495,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Haouaria,56
6496,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Haouaria,8
6497,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de El Haouaria,195
6498,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Haouaria,68
6501,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de El Haouaria,3787
