,Indicateurs: Clé,Date,MIlieu,Sexe,Secteur d''activité: Nom,Régions: Nom,Faits: Valeur
9183,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Jilma,66
9184,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Jilma,200
9185,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Jilma,206
9186,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Jilma,25
9187,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Jilma,367
9188,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Jilma,81
9191,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Jilma,8
9192,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Jilma,5
9193,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Jilma,25
9194,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Jilma,7
9195,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Jilma,39
9196,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Jilma,1
9197,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Jilma,215
9198,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Jilma,31
9201,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Jilma,1833
9202,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Jilma,44
9203,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Jilma,135
9204,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Jilma,2685
9205,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Jilma,454
9206,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Jilma,162
9207,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Jilma,770
9208,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Jilma,138
9211,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Jilma,647
9212,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Jilma,7
9213,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Jilma,132
9214,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Jilma,69
9215,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Jilma,30
9216,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Jilma,2
9217,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Jilma,214
9218,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Jilma,76
9221,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Meknassy,99
9222,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Meknassy,40
9223,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Meknassy,229
9224,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Meknassy,341
9225,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Meknassy,307
9226,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Meknassy,162
9227,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Meknassy,1190
9228,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Meknassy,161
9231,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Meknassy,33
9232,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Meknassy,2
9233,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Meknassy,58
9234,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Meknassy,13
9235,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Meknassy,69
9236,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Meknassy,13
9237,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Meknassy,592
9238,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Meknassy,38
9241,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Meknassy,417
9242,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Meknassy,20
9243,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Meknassy,76
9244,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Meknassy,406
9245,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Meknassy,98
9246,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Meknassy,90
9247,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Meknassy,338
9248,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Meknassy,84
9251,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Meknassy,165
9252,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Meknassy,0
9253,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Meknassy,95
9254,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Meknassy,4
9255,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Meknassy,27
9256,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Meknassy,3
9257,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Meknassy,101
9258,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Meknassy,15
9261,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Souk Jedid,466
9262,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Souk Jedid,22
9263,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Souk Jedid,278
9264,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Souk Jedid,1379
9265,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Souk Jedid,446
9266,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Souk Jedid,181
9267,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Souk Jedid,1073
9268,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Souk Jedid,146
9271,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Souk Jedid,372
9272,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Souk Jedid,14
9273,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Souk Jedid,394
9274,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Souk Jedid,31
9275,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Souk Jedid,41
9276,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Souk Jedid,6
9277,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Souk Jedid,334
9278,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Souk Jedid,42
9281,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Mezzouna,30
9282,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Mezzouna,18
9283,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Mezzouna,68
9284,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Mezzouna,298
9285,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Mezzouna,150
9286,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Mezzouna,63
9287,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Mezzouna,516
9288,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Mezzouna,65
9291,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Mezzouna,36
9292,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Mezzouna,14
9293,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Mezzouna,15
9294,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Mezzouna,4
9295,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Mezzouna,30
9296,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Mezzouna,3
9297,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Mezzouna,355
9298,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Mezzouna,31
9301,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Mezzouna,679
9302,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Mezzouna,15
9303,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Mezzouna,68
9304,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Mezzouna,1893
9305,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Mezzouna,217
9306,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Mezzouna,121
9307,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Mezzouna,285
9308,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Mezzouna,99
9311,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Mezzouna,432
9312,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Mezzouna,2
9313,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Mezzouna,29
9314,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Mezzouna,59
9315,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Mezzouna,17
9316,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Mezzouna,0
9317,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Mezzouna,81
9318,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Mezzouna,20
9321,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Regueb,212
9322,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Regueb,13
9323,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Regueb,181
9324,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Regueb,465
9325,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Regueb,456
9326,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Regueb,125
9327,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Regueb,925
9328,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Regueb,193
9331,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Regueb,146
9332,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Regueb,19
9333,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Regueb,65
9334,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Regueb,9
9335,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Regueb,117
9336,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Regueb,7
9337,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Regueb,550
9338,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Regueb,91
9341,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Regueb,3712
9342,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Regueb,23
9343,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Regueb,293
9344,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Regueb,3171
9345,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Regueb,2737
9346,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Regueb,548
9347,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Regueb,827
9348,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Regueb,232
9351,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Regueb,2857
9352,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Regueb,17
9353,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Regueb,81
9354,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Regueb,65
9355,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Regueb,172
9356,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Regueb,13
9357,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Regueb,278
9358,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Regueb,75
9361,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Gabes Ouest,289
9362,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Gabes Ouest,251
9363,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Gabes Ouest,1201
9364,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Gabes Ouest,1735
9365,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Gabes Ouest,848
9366,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Gabes Ouest,477
9367,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Gabes Ouest,1165
9368,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Gabes Ouest,408
9371,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Gabes Ouest,90
9372,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Gabes Ouest,29
9373,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Gabes Ouest,334
9374,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Gabes Ouest,25
9375,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Gabes Ouest,252
9376,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Gabes Ouest,21
9377,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Gabes Ouest,813
9378,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Gabes Ouest,195
9381,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Gabes Ouest,61
9382,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Gabes Ouest,46
9383,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Gabes Ouest,200
9384,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Gabes Ouest,47
9385,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Gabes Ouest,30
9386,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Gabes Ouest,88
9387,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Gabes Ouest,67
9388,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Gabes Ouest,14
9391,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Gabes Ouest,2
9392,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Gabes Ouest,0
9393,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Gabes Ouest,5
9394,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Gabes Ouest,0
9395,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Gabes Ouest,17
9396,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Gabes Ouest,0
9397,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Gabes Ouest,8
9398,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Gabes Ouest,20
9401,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Gabes Sud,490
9402,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Gabes Sud,504
9403,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Gabes Sud,2683
9404,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Gabes Sud,2250
9405,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Gabes Sud,2096
9406,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Gabes Sud,924
9407,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Gabes Sud,4065
9408,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Gabes Sud,1241
9411,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Gabes Sud,35
9412,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Gabes Sud,60
9413,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Gabes Sud,499
9414,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Gabes Sud,43
9415,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Gabes Sud,608
9416,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Gabes Sud,79
9417,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Gabes Sud,3347
9418,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Gabes Sud,635
9421,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Gabes Sud,302
9422,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Gabes Sud,49
9423,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Gabes Sud,130
9424,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de Gabes Sud,277
9425,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de Gabes Sud,88
9426,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de Gabes Sud,52
9427,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de Gabes Sud,138
9428,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de Gabes Sud,63
9431,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de Gabes Sud,30
9432,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de Gabes Sud,2
9433,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de Gabes Sud,28
9434,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de Gabes Sud,7
9435,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de Gabes Sud,54
9436,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de Gabes Sud,0
9437,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de Gabes Sud,101
9438,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de Gabes Sud,57
9441,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Ghanouch,1713
9442,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Ghanouch,274
9443,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Ghanouch,1163
9444,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Ghanouch,2028
9445,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Ghanouch,670
9446,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Ghanouch,237
9447,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Ghanouch,668
9448,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Ghanouch,198
9451,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Ghanouch,250
9452,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Ghanouch,11
9453,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Ghanouch,82
9454,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Ghanouch,21
9455,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Ghanouch,135
9456,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Ghanouch,7
9457,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Ghanouch,268
9458,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Ghanouch,49
9461,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de El Metouia,82
9462,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de El Metouia,144
9463,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de El Metouia,699
9464,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de El Metouia,1247
9465,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de El Metouia,613
9466,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de El Metouia,247
9467,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de El Metouia,932
9468,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de El Metouia,242
9471,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de El Metouia,49
9472,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de El Metouia,13
9473,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de El Metouia,290
9474,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de El Metouia,18
9475,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de El Metouia,160
9476,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de El Metouia,10
9477,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de El Metouia,727
9478,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de El Metouia,114
9481,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de El Metouia,467
9482,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de El Metouia,69
9483,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de El Metouia,89
9484,28001579,2014-01-01 00:00:00,Rural,Masculin,Batiment et travaux publiques,Délégation de El Metouia,550
9485,28001579,2014-01-01 00:00:00,Rural,Masculin,Commerce,Délégation de El Metouia,115
9486,28001579,2014-01-01 00:00:00,Rural,Masculin,Transport,Délégation de El Metouia,54
9487,28001579,2014-01-01 00:00:00,Rural,Masculin,Education Santé et services administratifs,Délégation de El Metouia,163
9488,28001579,2014-01-01 00:00:00,Rural,Masculin,Autres services,Délégation de El Metouia,31
9491,28001579,2014-01-01 00:00:00,Rural,Féminin,Agriculture et peche,Délégation de El Metouia,147
9492,28001579,2014-01-01 00:00:00,Rural,Féminin,Mines  et énergie,Délégation de El Metouia,2
9493,28001579,2014-01-01 00:00:00,Rural,Féminin,Industrie manufacturière,Délégation de El Metouia,26
9494,28001579,2014-01-01 00:00:00,Rural,Féminin,Batiment et travaux publiques,Délégation de El Metouia,4
9495,28001579,2014-01-01 00:00:00,Rural,Féminin,Commerce,Délégation de El Metouia,21
9496,28001579,2014-01-01 00:00:00,Rural,Féminin,Transport,Délégation de El Metouia,0
9497,28001579,2014-01-01 00:00:00,Rural,Féminin,Education Santé et services administratifs,Délégation de El Metouia,33
9498,28001579,2014-01-01 00:00:00,Rural,Féminin,Autres services,Délégation de El Metouia,8
9501,28001579,2014-01-01 00:00:00,Communal,Masculin,Agriculture et peche,Délégation de Mareth,381
9502,28001579,2014-01-01 00:00:00,Communal,Masculin,Mines  et énergie,Délégation de Mareth,64
9503,28001579,2014-01-01 00:00:00,Communal,Masculin,Industrie manufacturière,Délégation de Mareth,317
9504,28001579,2014-01-01 00:00:00,Communal,Masculin,Batiment et travaux publiques,Délégation de Mareth,600
9505,28001579,2014-01-01 00:00:00,Communal,Masculin,Commerce,Délégation de Mareth,573
9506,28001579,2014-01-01 00:00:00,Communal,Masculin,Transport,Délégation de Mareth,200
9507,28001579,2014-01-01 00:00:00,Communal,Masculin,Education Santé et services administratifs,Délégation de Mareth,962
9508,28001579,2014-01-01 00:00:00,Communal,Masculin,Autres services,Délégation de Mareth,227
9511,28001579,2014-01-01 00:00:00,Communal,Féminin,Agriculture et peche,Délégation de Mareth,16
9512,28001579,2014-01-01 00:00:00,Communal,Féminin,Mines  et énergie,Délégation de Mareth,7
9513,28001579,2014-01-01 00:00:00,Communal,Féminin,Industrie manufacturière,Délégation de Mareth,97
9514,28001579,2014-01-01 00:00:00,Communal,Féminin,Batiment et travaux publiques,Délégation de Mareth,2
9515,28001579,2014-01-01 00:00:00,Communal,Féminin,Commerce,Délégation de Mareth,114
9516,28001579,2014-01-01 00:00:00,Communal,Féminin,Transport,Délégation de Mareth,7
9517,28001579,2014-01-01 00:00:00,Communal,Féminin,Education Santé et services administratifs,Délégation de Mareth,450
9518,28001579,2014-01-01 00:00:00,Communal,Féminin,Autres services,Délégation de Mareth,72
9521,28001579,2014-01-01 00:00:00,Rural,Masculin,Agriculture et peche,Délégation de Mareth,1404
9522,28001579,2014-01-01 00:00:00,Rural,Masculin,Mines  et énergie,Délégation de Mareth,124
9523,28001579,2014-01-01 00:00:00,Rural,Masculin,Industrie manufacturière,Délégation de Mareth,551
